Noo,8,jing,wei
515,2018-04-01 00:00:36,121.415228,31.173090000000002
515,2018-04-01 00:00:46,121.415223,31.173091999999997
515,2018-04-01 00:00:56,121.41521999999999,31.173097
614,2018-04-01 00:00:05,121.58564799999999,31.092025
614,2018-04-01 00:00:15,121.58564799999999,31.092025
614,2018-04-01 00:00:35,121.58564799999999,31.092025
614,2018-04-01 00:00:45,121.58564799999999,31.092025
614,2018-04-01 00:00:55,121.58564199999999,31.092018
9001,2018-04-01 00:00:03,121.413198,31.009172999999997
9001,2018-04-01 00:00:13,121.413198,31.009172999999997
9001,2018-04-01 00:00:33,121.413202,31.009172999999997
9001,2018-04-01 00:00:43,121.413202,31.009172999999997
9001,2018-04-01 00:00:53,121.413202,31.009172999999997
9002,2018-04-01 00:00:03,121.449802,30.930563
9002,2018-04-01 00:00:13,121.449802,30.930563
9002,2018-04-01 00:00:33,121.449802,30.930563
9002,2018-04-01 00:00:43,121.449802,30.930563
9002,2018-04-01 00:00:53,121.449802,30.930563
9003,2018-04-01 00:00:06,121.394355,31.057732
9003,2018-04-01 00:00:16,121.394355,31.057732
9003,2018-04-01 00:00:36,121.394352,31.057733000000002
9003,2018-04-01 00:00:46,121.394352,31.057733000000002
9003,2018-04-01 00:00:56,121.394352,31.057733000000002
9005,2018-04-01 00:00:09,121.44596200000001,31.048971999999996
9005,2018-04-01 00:00:39,121.44596200000001,31.048971999999996
